,log2FC_TE_v1,pvalue_v1,log2FC_TE_v2,pvalue_v2,log2FC_TE_final,pvalue_final,pvalue.adjust
pflD,0.728036644931137,0.572890472489049,0.744388755557598,0.442200675176682,0.728036644931137,0.572890472489049,0.764233990166155
pgaA,0.166173300714327,0.875426959778229,0.165844396519738,0.845798488725031,0.166173300714327,0.875426959778229,0.947770452820468
pgaB,-0.975055483218192,0.454396831611249,-0.980317081216997,0.406883893485729,-0.975055483218192,0.454396831611249,0.675132640096211
pgaC,-1.95635622077314,0.173086737861792,-1.40876830152141,0.240445494773681,-1.40876830152141,0.240445494773681,0.452306362678854
pgaD,-1.0191914231871,0.594436272907869,4.07826713762335,0.00953824235159182,-1.0191914231871,0.594436272907869,0.779023359281671
pgi,-2.73144503931941,0.000291196698136144,-2.72109104796527,0.000262641424119193,-2.73144503931941,0.000291196698136144,0.00324430227120103
pgk,-0.559737276815885,0.430749375037171,-0.579757304517166,0.438056007911761,-0.579757304517166,0.438056007911761,0.661359333266179
pgl,-2.51913600046697,0.00473048590242921,-2.50816295526502,0.00632543132951487,-2.50816295526502,0.00632543132951487,0.0348466977178574
pgm,-0.791106323249063,0.255193212392249,-0.792509960896246,0.24397570458533,-0.791106323249063,0.255193212392249,0.470603897405605
pgpA,0.871518719891316,0.419228089408465,0.816179722128958,0.349678333368096,0.871518719891316,0.419228089408465,0.644054765317359
pgpB,3.44430170924381,0.000467437756518776,3.46370902789796,0.000436918783245859,3.44430170924381,0.000467437756518776,0.00468836572747759
pgpC,4.09668776508963,1.49736823370118e-05,4.08815960220975,0.000918847781590682,4.08815960220975,0.000918847781590682,0.00796466762404681
pgsA,-3.7971614338267,8.72367310339587e-06,-3.80557117307916,1.85416993845116e-06,-3.7971614338267,8.72367310339587e-06,0.000230832981722751
pheA,0.783422916217797,0.328299233705136,0.737279589079616,0.310633999302177,0.783422916217797,0.328299233705136,0.551093287964131
pheL,-1.35422440835554,0.507859760865292,-1.34161176793684,0.51657621724367,-1.34161176793684,0.51657621724367,0.724573779224258
pheM,-3.57172517212312,0.135702858818087,-3.38084289122854,0.154248907134808,-3.38084289122854,0.154248907134808,0.339296289565307
pheP,3.48604723811647,0.0002840176992823,3.46127623686625,0.000139263551248885,3.48604723811647,0.0002840176992823,0.00319083571651791
pheS,1.09742374745229,0.122392522257496,1.085403637418,0.137790966854629,1.085403637418,0.137790966854629,0.315062688282727
pheT,3.14420609882928,0.000258251447538385,3.14610077927033,6.92314853792868e-05,3.14420609882928,0.000258251447538385,0.00297618143839365
phnK,-0.688532769415744,0.567842695731757,-0.363770986787674,0.751032655593185,-0.363770986787674,0.751032655593185,0.884836369522933
phnL,-2.15868661207553,0.147062839541123,-2.63510737412562,0.121501920115225,-2.15868661207553,0.147062839541123,0.328239034758266
phnM,1.24437305459401,0.712807312557168,1.15158327460541,0.40258410990353,1.24437305459401,0.712807312557168,0.860159319263405
phnN,3.72799260185198,0.0214992901690475,-0.912150553252403,0.705272831697394,-0.912150553252403,0.705272831697394,0.855946689525322
phnO,2.03736197797444,0.0275561076727254,2.18774713312153,0.0969717098458632,2.18774713312153,0.0969717098458632,0.24758656339251
phnP,0.54857014441634,0.541964243902297,0.569125532705534,0.513962339509434,0.54857014441634,0.541964243902297,0.743474574577853
phoA,2.52271008812082,0.175474185166392,3.80857010828406,0.000795363980474168,2.52271008812082,0.175474185166392,0.368635894851138
phoB,0.725205327163605,0.473043847646095,0.670270427483844,0.440238763783236,0.725205327163605,0.473043847646095,0.690592506436514
phoE,0.945693630425097,0.635270729479227,1.55764179097364,0.119292505120149,0.945693630425097,0.635270729479227,0.808307141400016
phoH,-1.3733857026883,0.079642925196317,-1.31919400748617,0.160522158229922,-1.31919400748617,0.160522158229922,0.34766834701171
phoP,-1.3875654252418,0.0753094600799953,-1.38037830866134,0.0857005611628335,-1.38037830866134,0.0857005611628335,0.227666880447105
phoQ,3.52671818841161,0.000240737825183724,3.49607945388527,5.34253851389975e-06,3.52671818841161,0.000240737825183724,0.00281467306072366
phoR,1.23293198046458,0.220168352207496,1.27983435876239,0.181949238853398,1.23293198046458,0.220168352207496,0.430397729286081
phoU,-0.0454930780471958,0.970032752488335,-0.0933885600267228,0.918699009930445,-0.0454930780471958,0.970032752488335,0.98670230732222
php,-0.517508214711185,0.789762918393367,-1.41352483663103,0.54239045938469,-0.517508214711185,0.789762918393367,0.905368189550581
phr,-1.23724965006806,0.200400115465783,-1.24294547559343,0.214751225868551,-1.24294547559343,0.214751225868551,0.422828919267118
pinE,0,0.814669036942304,5.06707954681734,0.064073354763882,0,0.814669036942304,0.920600314595258
pinQ,-4.63656343536395,0.152654529566696,-2.88480434826168,0.311687805009396,-2.88480434826168,0.311687805009396,0.531640522369717
