,log2FC_TE_v1,pvalue_v1,log2FC_TE_v2,pvalue_v2,log2FC_TE_final,pvalue_final,pvalue.adjust
allR,0.518650669190984,0.443679452485822,0.518650664506661,0.437274013568333,0.518650669190984,0.443679452485822,0.697886651167222
allS,2.16419482022759,0.574580005250893,2.13379498760042,0.293292344687063,2.16419482022759,0.574580005250893,0.796064069785369
alr,-0.944000777207549,0.181860373208159,-0.93886408392162,0.190388185243182,-0.93886408392162,0.190388185243182,0.443219037372206
alsA,3.01758854783522,0.21480242873171,2.57469494209067,0.088584900751939,3.01758854783522,0.21480242873171,0.473781639013477
alsB,-0.899004549611638,0.41005223331945,-0.899499806515339,0.391635651536464,-0.899004549611638,0.41005223331945,0.669197586531547
alsC,1.39969490501283,0.365987426749366,1.22171048917805,0.314467654908937,1.39969490501283,0.365987426749366,0.626414520714955
alsE,-1.26506078451019,0.376216849348076,-1.26205770151847,0.386898259634388,-1.26205770151847,0.386898259634388,0.646762313372626
alsK,0.817524301559143,0.514058522827436,0.827157535393928,0.470620449076975,0.817524301559143,0.514058522827436,0.752018408810222
alx,-0.301156471983986,0.704990348168614,-0.278248025321721,0.741661889970829,-0.278248025321721,0.741661889970829,0.886601605005661
amiA,-1.8787292826113,0.00651014193816043,-1.88610085261286,0.00571874339300142,-1.8787292826113,0.00651014193816043,0.0511033765449894
amiB,2.03077129497568,0.0187361091327957,2.00941191898716,0.00463596008926314,2.03077129497568,0.0187361091327957,0.102465423323594
amiC,2.09214742986702,0.00291143486395319,2.09244134439052,0.00182130563402246,2.09214742986702,0.00291143486395319,0.0288973907530354
amiD,1.39919346725767,0.101302579494689,1.41854700083105,0.0732425072074722,1.39919346725767,0.101302579494689,0.304202436897143
amn,-0.284707242816501,0.680093888680855,-0.284707238724953,0.690350182819019,-0.284707238724953,0.690350182819019,0.860799031577381
ampC,0.135769196652515,0.867680949491831,0.132766191747124,0.866284509469333,0.135769196652515,0.867680949491831,0.949802396726344
ampD,0.193400252917494,0.76154780601313,0.254661520145198,0.780203286581409,0.254661520145198,0.780203286581409,0.902517769896937
ampE,-1.12743862095594,0.201000775694587,-1.11491883799125,0.240666871969894,-1.11491883799125,0.240666871969894,0.502382969850199
ampG,-0.304995213814874,0.667501473967302,-0.295383821617488,0.670068584694382,-0.295383821617488,0.670068584694382,0.849012022849081
ampH,0.284581036942654,0.689105151926853,0.287166362283934,0.659146670492727,0.284581036942654,0.689105151926853,0.860454642120893
amtB,-1.33314184819062,0.258354076678269,-1.29687187184032,0.280345749307686,-1.29687187184032,0.280345749307686,0.542176861307464
amyA,-1.88794501867623,0.0472653102328492,-1.89973610950052,0.0408972964032228,-1.88794501867623,0.0472653102328492,0.187808714517756
anmK,0.893698844705164,0.24781383210819,0.900105238820211,0.268176258920749,0.900105238820211,0.268176258920749,0.529301994781919
ansA,-0.0204414721327986,0.957683752305239,-0.01823927053507,0.962097591527525,-0.01823927053507,0.962097591527525,0.991637782181016
ansB,3.44641596634626,0.000837344014792335,3.4763899199797,0.00189256503842399,3.4763899199797,0.00189256503842399,0.0209501368462537
ansP,-0.0577906874946859,0.921319041312042,-0.0585914885285321,0.927377452416839,-0.0585914885285321,0.927377452416839,0.979193191965509
apaG,-2.45316126415454,0.000418941843542891,-2.46446801346592,0.000278722838466376,-2.45316126415454,0.000418941843542891,0.00643052368768996
apaH,-3.1984660211787,0.00024572787282942,-3.20535880289941,0.000170367089771989,-3.1984660211787,0.00024572787282942,0.00428105648486361
apbE,-1.31125178086959,0.118601050981346,-1.29319455575077,0.140191650906341,-1.29319455575077,0.140191650906341,0.36963686244718
aphA,0.443951778250633,0.555058700098054,0.432901387716092,0.567413808627668,0.432901387716092,0.567413808627668,0.790957629529717
appA,0.552526339507114,0.724847123694647,0.602558918191546,0.599573272149906,0.552526339507114,0.724847123694647,0.877389747775256
appB,0.39411708261898,0.852549321262288,0.561766709352987,0.668027734317692,0.39411708261898,0.852549321262288,0.94104477312575
appC,-0.316811530567342,0.729313178248588,-0.211553633016269,0.865359170499585,-0.211553633016269,0.865359170499585,0.948518188211517
appY,-2.999245645629,0.0275124350379441,-2.85271271659484,0.0175423843721571,-2.999245645629,0.0275124350379441,0.133960901263763
apt,-1.30203869081754,0.0493418168259094,-1.30596703513216,0.0470258197076116,-1.30203869081754,0.0493418168259094,0.191884099829547
aqpZ,0,0.88739652290274,0.0953891660907598,0.926629532784231,0.0953891660907598,0.926629532784231,0.979193191965509
araA,1.20977708204561,0.345364247816273,1.26985479667108,0.266216071016292,1.20977708204561,0.345364247816273,0.610327820238204
araB,4.14253692524068,0.0359448209311757,3.84083379839788,0.0101964211171613,4.14253692524068,0.0359448209311757,0.158666798732052
araC,1.60681421013249,0.0717387113782151,1.64044780215264,0.100737032462395,1.64044780215264,0.100737032462395,0.303829954008202
araD,2.98418284579358,0.157973146345962,3.17169405174852,0.0524701936220182,2.98418284579358,0.157973146345962,0.39962404133415
araE,0.428834729575211,0.778498903378438,0.40641624307476,0.676292323258721,0.428834729575211,0.778498903378438,0.901858485772162
araF,-0.835209253596655,0.506903963047397,-0.751334645325031,0.608139111096646,-0.751334645325031,0.608139111096646,0.816115758917231
araG,-1.22618573655145,0.301878103051368,-1.21622475734779,0.301381643753801,-1.22618573655145,0.301878103051368,0.56631289754616
araH,-0.0996185408613499,0.845395959363409,-0.333609199756204,0.815575976475135,-0.0996185408613499,0.845395959363409,0.939472917215605
araJ,-0.816735104862202,0.333406131932419,-0.785700659142255,0.355578058383804,-0.785700659142255,0.355578058383804,0.619485992855159
arcB,0.975311906394621,0.20103163730714,0.96753982910612,0.191464698118123,0.975311906394621,0.20103163730714,0.455076551776963
arfA,-3.23792900590992,0.00188802075545144,-3.2007236994704,0.00389035812270566,-3.2007236994704,0.00389035812270566,0.0353039311838498
argA,2.22794430169799,0.0364751878216385,2.2415678677244,0.0105092146501143,2.22794430169799,0.0364751878216385,0.160219202676112
argB,2.65057836345921,0.0347080522046221,2.65601219525746,0.0161863791887687,2.65057836345921,0.0347080522046221,0.156280858836297
argC,3.32574211878053,0.00296905730786021,3.33152449293896,9.87273423090708e-05,3.32574211878053,0.00296905730786021,0.0293283196750115
argD,-0.470885265866999,0.524089674825925,-0.469898581085035,0.50932780736783,-0.470885265866999,0.524089674825925,0.759257897623051
argE,0.172238352136491,0.802004328432606,0.172238350304993,0.801446848774227,0.172238352136491,0.802004328432606,0.91806927421631
argF,0.141860079197346,0.857173950529262,0.143862082563302,0.84342672438422,0.141860079197346,0.857173950529262,0.943298433406477
argG,3.62564237139885,0.000134661324810773,3.61813333687141,1.19213310039505e-06,3.62564237139885,0.000134661324810773,0.00280816469769536
argH,5.16724378935135,1.14406941330282e-06,5.16654161280245,1.23621300687743e-08,5.16724378935135,1.14406941330282e-06,6.84950275521351e-05
argI,-0.608817685079668,0.594230107129818,-0.641070819444167,0.613964865749028,-0.641070819444167,0.613964865749028,0.81847408301738
argK,-5.15287373502533,0.0115366352469977,-5.57881940079717,0.00942556908446366,-5.15287373502533,0.0115366352469977,0.0753714666690718
argO,-0.30357468609286,0.709698520189149,-0.317406295431187,0.707121000550317,-0.30357468609286,0.709698520189149,0.869965090813919
argP,0.765520390528369,0.289915756826351,0.777132028807857,0.332892482410877,0.777132028807857,0.332892482410877,0.597852763046406
argR,0,0.990755248515641,0,0.986320069841789,0,0.990755248515641,0.996897189899023
argS,-0.747912205557186,0.252794469675339,-0.761498608957127,0.24107399094801,-0.747912205557186,0.252794469675339,0.514942459442266
argT,0.457510930642601,0.530119602038551,0.457510922778786,0.580792072888824,0.457510922778786,0.580792072888824,0.800236315899052
ariR,-2.54356528752227,0.0593047136958029,-2.51366639034521,0.0682775155476809,-2.51366639034521,0.0682775155476809,0.235520352294381
arnA,0.369827406856655,0.719508480663904,0.400115267202076,0.580079730943139,0.369827406856655,0.719508480663904,0.874551226570875
arnB,2.80157568723637,0.026733406129663,2.81061814826358,0.000142949682623744,2.80157568723637,0.026733406129663,0.131407421320689
arnC,3.54328998916546,0.0758531587416375,3.39676014437344,0.293978669799328,3.39676014437344,0.293978669799328,0.558846015751837
arnD,2.4008144198984,0.0489195455844668,2.36776870747531,0.0206240025621424,2.4008144198984,0.0489195455844668,0.191458581723472
arnE,1.74292077523604,0.625652545665796,2.47840446372198,0.131530507162053,1.74292077523604,0.625652545665796,0.823762551356528
arnF,4.19432924799457,0.491079280645457,0,0.93755842472133,0,0.93755842472133,0.982034179521657
arnT,0.48679025988697,0.775561121041613,0.509916839415263,0.590432098045593,0.48679025988697,0.775561121041613,0.900348227160071
aroA,-0.502290597693094,0.493329033098401,-0.502290599025383,0.498934287024925,-0.502290599025383,0.498934287024925,0.741043047167595
aroB,0.12322198231542,0.855683329225628,0.123221979289144,0.856471168139577,0.123221979289144,0.856471168139577,0.943298433406477
aroC,-0.747834199891425,0.279429146561637,-0.754841199177821,0.286113554488276,-0.754841199177821,0.286113554488276,0.54920954868805
aroD,1.43009221493625,0.102853427756652,1.42385354820184,0.142240834989488,1.42385354820184,0.142240834989488,0.372423847604056
aroE,-1.04986637061816,0.157750706274545,-1.04986637858863,0.158012648552236,-1.04986637858863,0.158012648552236,0.39962404133415
aroF,-1.06985808231351,0.139362705063509,-1.05646682774657,0.137480856693595,-1.06985808231351,0.139362705063509,0.367686012272991
aroG,-1.45616289923416,0.0604902339681026,-1.45100063992211,0.0534033624763066,-1.45616289923416,0.0604902339681026,0.219400317890075
aroH,-1.41998686637485,0.0362877407458381,-1.42876440899151,0.0314343184672193,-1.41998686637485,0.0362877407458381,0.159565582044266
aroK,-3.87796994264061,1.89297446188591e-07,-3.87797014089853,2.0792081299221e-07,-3.87797014089853,2.0792081299221e-07,2.04405961153532e-05
aroL,-1.81087580900392,0.0143449113421878,-1.81707852567202,0.0152123309687717,-1.81707852567202,0.0152123309687717,0.0905876013095519
aroM,0,0.979523725682475,0,0.972772429369748,0,0.979523725682475,0.992867587468124
aroP,0.758490992699612,0.357919112072703,0.772933278386651,0.378819148961202,0.772933278386651,0.378819148961202,0.63738560149177
arpA,-1.37433834403092,0.130367822739886,-1.34979578794747,0.109997365737712,-1.37433834403092,0.130367822739886,0.354370467473989
arpB,-1.65499983946379,0.484561937086359,-1.96028915431131,0.438352965059682,-1.65499983946379,0.484561937086359,0.730702695623292
arsB,0.317513420124588,0.70399986871428,0.207862669783042,0.826279249999578,0.207862669783042,0.826279249999578,0.929377222793376
arsC,-1.78574875831287,0.0692518489416337,-1.77538218266622,0.0671573712677304,-1.78574875831287,0.0692518489416337,0.238282196702322
arsR,0.134812758556098,0.889354410916697,0.14722517217896,0.883851993820058,0.134812758556098,0.889354410916697,0.963311742569529
artI,-0.127710084234343,0.851505302997925,-0.109692065715194,0.855665299255082,-0.109692065715194,0.855665299255082,0.942898857919465
artJ,1.46019666621079,0.105120910420235,1.47053858078282,0.120512662593903,1.47053858078282,0.120512662593903,0.338993924170538
artM,1.17015313518001,0.275213584893233,1.19032923494239,0.213220058320433,1.17015313518001,0.275213584893233,0.535441342243722
artP,-1.36777103663295,0.0458639909682163,-1.35651289943249,0.0359780602237468,-1.36777103663295,0.0458639909682163,0.184573507512441
artQ,-1.01625433867754,0.209639134311591,-1.00003918688892,0.208251988636529,-1.01625433867754,0.209639134311591,0.46612815593568
ascB,-0.464162377183847,0.604859456352532,-0.437819057634259,0.603122351948913,-0.464162377183847,0.604859456352532,0.814567741448012
ascF,2.23589158939,0.165679900912255,2.01808075273103,0.120841533458739,2.23589158939,0.165679900912255,0.410026331124233
ascG,0.496207172104259,0.533538488062479,0.49429531190358,0.511582939780625,0.496207172104259,0.533538488062479,0.768124273783116
asd,-0.291771872288058,0.700235009907703,-0.296576691496268,0.700295401054878,-0.296576691496268,0.700295401054878,0.864947565347171
aslA,-0.341413074566416,0.712124064603584,-0.240602820609439,0.83514896020923,-0.240602820609439,0.83514896020923,0.934760112958501
aslB,2.89554869939849,0.00145456514827433,3.03615020913837,0.00589439114749315,3.03615020913837,0.00589439114749315,0.0480986977233186
asmA,0.39064185014048,0.592805169116724,0.410643257633042,0.566058397647237,0.39064185014048,0.592805169116724,0.807138970385314
asnA,0.271700031529003,0.716395434151686,0.271700036517512,0.707491184107718,0.271700031529003,0.716395434151686,0.87429498023938
asnB,-0.674569878466338,0.368217777281113,-0.657753061856993,0.369213442471948,-0.657753061856993,0.369213442471948,0.628175877176412
asnC,-4.39501153207955,5.26600449803265e-08,-4.37855514141079,4.81321691012378e-08,-4.39501153207955,5.26600449803265e-08,6.79479142886776e-06
asnS,-0.878778466474425,0.190476558000627,-0.888472959751865,0.189765229074592,-0.878778466474425,0.190476558000627,0.443219037372206
aspA,1.82735136252471,0.0094950794919252,1.82312006740522,0.0100169788850115,1.82312006740522,0.0100169788850115,0.06825099969672
aspC,-0.364344260753144,0.568998614986187,-0.35949625059484,0.562883248133351,-0.364344260753144,0.568998614986187,0.79210899571071
aspS,-0.733068162624611,0.282445142810816,-0.7393707865646,0.26906011160556,-0.733068162624611,0.282445142810816,0.544795182811022
asr,-1.38943079121315,0.576967655929083,-1.64058710635498,0.498575497805472,-1.38943079121315,0.576967655929083,0.796755669341533
astA,0.967831734527629,0.367140503785466,0.985335788753723,0.26844898699147,0.967831734527629,0.367140503785466,0.626414520714955
astB,1.68297555488259,0.203815143899999,1.73988428529483,0.0934331250065751,1.68297555488259,0.203815143899999,0.45925071228374
astC,1.1013462305807,0.253862475025149,1.15107918130466,0.180200862485485,1.1013462305807,0.253862475025149,0.516099536867967
astD,0.976775313470926,0.361384360835925,1.04240065491481,0.275047503475777,0.976775313470926,0.361384360835925,0.624456546633773
astE,1.18454363648357,0.395240345301072,1.24444331156828,0.23838141702456,1.18454363648357,0.395240345301072,0.65382507441832
atoA,-5.51127454795243,0.0756600296193745,-6.01615110801151,0.0683081673827239,-5.51127454795243,0.0756600296193745,0.25275102127702
atoB,0.603027245466158,0.737216774525341,0.704540861131445,0.576183935999952,0.603027245466158,0.737216774525341,0.883846707902187
atoC,-0.788571372922171,0.427085018968882,-0.756035970376133,0.412191250339165,-0.788571372922171,0.427085018968882,0.684248531407428
atoD,2.86090767754956,0.214431466864681,-1.81462700001299,0.515032678048174,-1.81462700001299,0.515032678048174,0.752235559837605
atoE,3.50723705563741,0.249691927599202,-1.07137094886936,0.649347632380996,-1.07137094886936,0.649347632380996,0.835468812375108
atoS,2.83548492602934,0.0366076901125251,2.85437707767533,0.00141038569140615,2.83548492602934,0.0366076901125251,0.160630342693535
atpA,1.95666315258506,0.028523978661868,1.95538995105523,0.00875293541374568,1.95666315258506,0.028523978661868,0.136878699701683
atpB,-0.204777062165819,0.747469908098615,-0.195968252190402,0.748634938069894,-0.195968252190402,0.748634938069894,0.890554208957244
atpC,1.52883401202307,0.0360916368395774,1.53552874724262,0.0224913262976004,1.52883401202307,0.0360916368395774,0.159042015486249
atpD,-0.308707862693606,0.656290863858637,-0.293091934665044,0.65081604654365,-0.308707862693606,0.656290863858637,0.838156384628043
atpE,-1.7686641451074,0.0122003180193879,-1.76091397104749,0.00984788928837025,-1.7686641451074,0.0122003180193879,0.0783438772971269
atpF,1.76322534040891,0.0117482318734787,1.76719913429985,0.00933309366771932,1.76322534040891,0.0117482318734787,0.076271146864141
atpG,0.743810554823446,0.359798188685694,0.743190965199132,0.267608703779424,0.743810554823446,0.359798188685694,0.624204504656819
atpH,1.4230132135771,0.0414930353564025,1.43642667255051,0.0395117815065082,1.4230132135771,0.0414930353564025,0.172185671343302
atpI,1.68850364656202,0.0621495806455081,1.68985308855171,0.0331380051131575,1.68850364656202,0.0621495806455081,0.223391536745247
avtA,-1.79043374559838,0.0101991977914068,-1.80364883746796,0.0105681993456814,-1.80364883746796,0.0105681993456814,0.0705192014605516
azoR,0.325689297517,0.689451910149612,0.31968327094221,0.703756514831281,0.31968327094221,0.703756514831281,0.866829994137698
azuC,-5.33418455511548,1.99240077534144e-09,-5.34392599385411,7.16967395917613e-10,-5.33418455511548,1.99240077534144e-09,8.2266228013848e-07
bacA,0.622090764875281,0.436367450878029,0.6126609567139,0.433090751713795,0.622090764875281,0.436367450878029,0.689537391762488
baeR,-1.43001156531082,0.0483870586366644,-1.429333762745,0.0443197941651777,-1.43001156531082,0.0483870586366644,0.1908215521593
baeS,-0.398146651637136,0.639325389012302,-0.396608754627795,0.67017093342144,-0.396608754627795,0.67017093342144,0.849012022849081
bamA,0.126924715170323,0.85652729813074,0.132396121780679,0.820899465154172,0.126924715170323,0.85652729813074,0.943298433406477
bamB,0.539899610217637,0.431497767593837,0.549943487977823,0.39725439565059,0.539899610217637,0.431497767593837,0.686043235423548
bamC,0.307151488304459,0.639550329952048,0.326087881339657,0.650299273593976,0.326087881339657,0.650299273593976,0.835935057522082
bamD,-0.359367348256186,0.577339435681702,-0.341398973084586,0.578748514524468,-0.341398973084586,0.578748514524468,0.798413837778659
bamE,-0.580071578109512,0.380460782450285,-0.594068038541727,0.381081315018285,-0.594068038541727,0.381081315018285,0.640437889441885
barA,-1.76624414461312,0.0166931427731616,-1.77783523795452,0.0124894493793783,-1.76624414461312,0.0166931427731616,0.0953333146754971
basR,3.12305407532362,0.000747804061191541,3.13858288533112,0.000431975183182777,3.12305407532362,0.000747804061191541,0.0102922765621996
basS,3.83269783667804,0.000548534902483507,3.8427767191769,2.3514830657079e-06,3.83269783667804,0.000548534902483507,0.00803156245515744
bax,-0.287111629754518,0.708655158022856,-0.279579039885307,0.712548626282314,-0.279579039885307,0.712548626282314,0.871220988427502
bcp,1.58804995199829,0.0193616809553113,1.59123908739698,0.0147625245795186,1.58804995199829,0.0193616809553113,0.104913885386457
